Gene	sgRNA	eff
nc_sll0934	nc_sll0934|86	1
nc_sll0934	nc_sll0934|94	1
nc_slr1206	nc_slr1206|63	1
nc_slr1206	nc_slr1206|1	1
nc_sll0552-as	nc_sll0552-as|8	1
nc_sll0552-as	nc_sll0552-as|67	1
nc_sll0552-as	nc_sll0552-as|45	1
nc_sll0552-as	nc_sll0552-as|61	1
nc_slr0327-as	nc_slr0327-as|118	1
nc_slr0327-as	nc_slr0327-as|74	1
nc_slr0327-as	nc_slr0327-as|56	1
nc_slr1593-as	nc_slr1593-as|80	1
nc_slr1593-as	nc_slr1593-as|69	1
nc_sll0545	nc_sll0545|40	1
nc_sll0545	nc_sll0545|74	1
nc_sll0545	nc_sll0545|79	1
nc_sll0545	nc_sll0545|88	1
nc_slr1322-as2	nc_slr1322-as2|1	1
nc_slr1322-as2	nc_slr1322-as2|21	1
nc_slr1322-as2	nc_slr1322-as2|28	1
nc_slr1322-as2	nc_slr1322-as2|73	1
nc_slr1322-as2	nc_slr1322-as2|53	1
nc_slr1413-as	nc_slr1413-as|30	1
nc_slr0394-as	nc_slr0394-as|5	1
nc_slr0394-as	nc_slr0394-as|29	1
nc_slr0394-as	nc_slr0394-as|48	1
nc_slr0394-as	nc_slr0394-as|11	1
nc_sll1929	nc_sll1929|26	1
nc_sll0833	nc_sll0833|23	1
nc_sll0833	nc_sll0833|1	1
nc_sll0833	nc_sll0833|15	1
nc_sll1528-as	nc_sll1528-as|31	1
nc_sll1528-as	nc_sll1528-as|60	1
nc_ncl1050	nc_ncl1050|97	1
nc_ncl1050	nc_ncl1050|43	1
nc_ncr1230	nc_ncr1230|40	1
nc_ncr1230	nc_ncr1230|49	1
nc_ncr0730	nc_ncr0730|158	1
nc_ncr0730	nc_ncr0730|103	1
nc_ncr0730	nc_ncr0730|109	1
nc_ncr0730	nc_ncr0730|44	1
nc_ncr0730	nc_ncr0730|166	1
nc_ssl2084-as	nc_ssl2084-as|68	1
nc_ssl2084-as	nc_ssl2084-as|61	1
nc_sll1496-as	nc_sll1496-as|54	1
nc_sll1496-as	nc_sll1496-as|62	1
nc_sll1496-as	nc_sll1496-as|23	1
nc_sll0225-as	nc_sll0225-as|95	1
nc_sll0225-as	nc_sll0225-as|135	1
nc_sll0225-as	nc_sll0225-as|32	1
nc_sll0225-as	nc_sll0225-as|144	1
nc_slr2031-as	nc_slr2031-as|120	1
nc_slr2031-as	nc_slr2031-as|0	1
nc_slr2031-as	nc_slr2031-as|96	1
nc_slr2031-as	nc_slr2031-as|42	1
nc_slr2031-as	nc_slr2031-as|111	1
nc_slr1930	nc_slr1930|174	1
nc_slr1930	nc_slr1930|47	1
nc_slr1930	nc_slr1930|2	1
nc_slr1930	nc_slr1930|115	1
nc_slr1930	nc_slr1930|33	1
nc_slr1930	nc_slr1930|23	1
nc_ncl0440	nc_ncl0440|79	1
nc_sll2010-as	nc_sll2010-as|33	1
nc_sll2010-as	nc_sll2010-as|70	1
nc_sll2010-as	nc_sll2010-as|55	1
nc_sll2010-as	nc_sll2010-as|117	1
nc_slr1416	nc_slr1416|45	1
nc_slr1416	nc_slr1416|7	1
nc_slr1416	nc_slr1416|29	1
nc_sll1193-as2	nc_sll1193-as2|154	1
nc_sll1193-as2	nc_sll1193-as2|77	1
nc_sll1193-as2	nc_sll1193-as2|94	1
nc_sll1193-as2	nc_sll1193-as2|138	1
nc_slr1207-as	nc_slr1207-as|43	1
nc_slr1207-as	nc_slr1207-as|3	1
nc_slr1207-as	nc_slr1207-as|31	1
nc_slr1207-as	nc_slr1207-as|57	1
nc_slr1207-as	nc_slr1207-as|37	1
nc_sll0207-as3	nc_sll0207-as3|99	1
nc_sll0207-as3	nc_sll0207-as3|190	1
nc_sll0207-as3	nc_sll0207-as3|57	1
nc_sll0207-as3	nc_sll0207-as3|170	1
nc_sll0765-as3	nc_sll0765-as3|88	1
nc_sll0765-as3	nc_sll0765-as3|81	1
nc_slr1895	nc_slr1895|96	1
nc_slr1895	nc_slr1895|87	1
nc_slr1895	nc_slr1895|58	1
nc_slr1895	nc_slr1895|26	1
nc_slr1895	nc_slr1895|42	1
nc_ncr0580	nc_ncr0580|109	1
nc_ncr0580	nc_ncr0580|81	1
nc_ncr0580	nc_ncr0580|29	1
nc_sll0928	nc_sll0928|48	1
nc_sll0928	nc_sll0928|117	1
nc_sll0928	nc_sll0928|61	1
nc_sll0928	nc_sll0928|108	1
nc_sll0928	nc_sll0928|67	1
nc_sll0779	nc_sll0779|35	1
nc_sll0779	nc_sll0779|19	1
nc_sll0779	nc_sll0779|127	1
nc_sll0779	nc_sll0779|60	1
nc_sll0779	nc_sll0779|72	1
nc_ncl1330	nc_ncl1330|85	1
nc_ncl1330	nc_ncl1330|43	1
nc_ncl1330	nc_ncl1330|102	1
nc_ncl1330	nc_ncl1330|129	1
nc_slr0542-as	nc_slr0542-as|60	1
nc_slr0542-as	nc_slr0542-as|69	1
nc_slr0056-as2	nc_slr0056-as2|36	1
nc_slr0056-as2	nc_slr0056-as2|45	1
nc_slr0056-as2	nc_slr0056-as2|9	1
nc_slr0056-as2	nc_slr0056-as2|68	1
nc_slr0056-as2	nc_slr0056-as2|99	1
nc_slr1365	nc_slr1365|1	1
nc_slr0713-as2	nc_slr0713-as2|1	1
nc_slr2076-as	nc_slr2076-as|81	1
nc_slr2076-as	nc_slr2076-as|69	1
nc_slr2076-as	nc_slr2076-as|60	1
nc_slr2076-as	nc_slr2076-as|53	1
nc_slr2076-as	nc_slr2076-as|6	1
nc_slr2027-as	nc_slr2027-as|15	1
nc_slr2027-as	nc_slr2027-as|30	1
nc_slr2027-as	nc_slr2027-as|21	1
nc_sll0295-as	nc_sll0295-as|22	1
nc_sll0295-as	nc_sll0295-as|45	1
nc_sll0295-as	nc_sll0295-as|30	1
nc_slr2111-as	nc_slr2111-as|3	1
nc_sll0445	nc_sll0445|79	1
nc_sll0445	nc_sll0445|100	1
nc_sll0445	nc_sll0445|89	1
nc_sll0445	nc_sll0445|1	1
nc_ncr1690	nc_ncr1690|81	1
nc_ncr1690	nc_ncr1690|44	1
nc_ncr1690	nc_ncr1690|75	1
nc_sll1270-as	nc_sll1270-as|47	1
nc_sll1270-as	nc_sll1270-as|37	1
nc_sll1270-as	nc_sll1270-as|1	1
nc_sll1270-as	nc_sll1270-as|79	1
nc_sll1270-as	nc_sll1270-as|85	1
nc_sll1360	nc_sll1360|112	1
nc_sll1360	nc_sll1360|36	1
nc_sll1360	nc_sll1360|22	1
nc_sll1360	nc_sll1360|54	1
nc_sll1360	nc_sll1360|106	1
nc_slr0623-as	nc_slr0623-as|29	1
nc_slr0623-as	nc_slr0623-as|23	1
nc_sll0926-as2	nc_sll0926-as2|67	1
nc_sll1941	nc_sll1941|22	1
nc_slr1459-as	nc_slr1459-as|66	1
nc_slr1459-as	nc_slr1459-as|91	1
nc_slr1459-as	nc_slr1459-as|53	1
nc_slr1459-as	nc_slr1459-as|0	1
nc_slr0320-as	nc_slr0320-as|36	1
nc_slr0320-as	nc_slr0320-as|60	1
nc_slr0320-as	nc_slr0320-as|68	1
nc_ssl3222-as	nc_ssl3222-as|24	1
nc_ssl3222-as	nc_ssl3222-as|66	1
nc_ssl3222-as	nc_ssl3222-as|82	1
nc_sll1194	nc_sll1194|58	1
nc_sll1194	nc_sll1194|0	1
nc_sll1194	nc_sll1194|39	1
nc_sll0812-as2	nc_sll0812-as2|39	1
nc_sll0640-as	nc_sll0640-as|58	1
nc_sll0640-as	nc_sll0640-as|67	1
nc_sll1374-as	nc_sll1374-as|36	1
nc_sll1374-as	nc_sll1374-as|29	1
nc_sll1374-as	nc_sll1374-as|9	1
nc_sll1374-as	nc_sll1374-as|106	1
nc_sll1374-as	nc_sll1374-as|118	1
nc_slr1705-as	nc_slr1705-as|95	1
nc_slr1705-as	nc_slr1705-as|72	1
nc_slr1705-as	nc_slr1705-as|56	1
nc_slr1705-as	nc_slr1705-as|35	1
nc_slr1705-as	nc_slr1705-as|28	1
nc_slr0936-as	nc_slr0936-as|37	1
nc_slr0936-as	nc_slr0936-as|99	1
nc_slr0936-as	nc_slr0936-as|78	1
nc_ncr0575	nc_ncr0575|10	1
nc_sll1104-as	nc_sll1104-as|84	1
nc_sll1104-as	nc_sll1104-as|34	1
nc_sll1104-as	nc_sll1104-as|115	1
nc_sll1104-as	nc_sll1104-as|100	1
nc_sll0876	nc_sll0876|7	1
nc_sll0876	nc_sll0876|28	1
nc_sll0876	nc_sll0876|72	1
nc_sll0876	nc_sll0876|55	1
nc_slr1597-as	nc_slr1597-as|41	1
nc_slr0817-as	nc_slr0817-as|32	1
nc_slr0817-as	nc_slr0817-as|40	1
nc_slr0817-as	nc_slr0817-as|59	1
nc_slr0817-as	nc_slr0817-as|66	1
nc_sll1586-as	nc_sll1586-as|31	1
nc_sll1586-as	nc_sll1586-as|72	1
nc_sll1586-as	nc_sll1586-as|55	1
nc_slr0261-as3	nc_slr0261-as3|93	1
nc_slr0474-as	nc_slr0474-as|56	1
nc_slr0474-as	nc_slr0474-as|30	1
nc_slr0474-as	nc_slr0474-as|44	1
nc_slr0186	nc_slr0186|123	1
nc_slr0186	nc_slr0186|65	1
nc_slr0186	nc_slr0186|155	1
nc_slr0186	nc_slr0186|176	1
nc_slr0186	nc_slr0186|143	1
nc_sll1496-as2	nc_sll1496-as2|30	1
nc_sll1496-as2	nc_sll1496-as2|86	1
nc_sll1496-as2	nc_sll1496-as2|75	1
nc_sll1862	nc_sll1862|124	1
nc_sll1862	nc_sll1862|76	1
nc_slr0624	nc_slr0624|64	1
nc_slr0624	nc_slr0624|84	1
nc_slr0624	nc_slr0624|6	1
nc_sll0899-as2	nc_sll0899-as2|21	1
nc_sll0899-as2	nc_sll0899-as2|6	1
nc_sll0899-as2	nc_sll0899-as2|38	1
nc_sll0899-as2	nc_sll0899-as2|32	1
nc_sll0899-as2	nc_sll0899-as2|48	1
nc_slr1431	nc_slr1431|50	1
nc_slr1431	nc_slr1431|56	1
nc_slr1431	nc_slr1431|68	1
nc_slr1431	nc_slr1431|0	1
nc_slr1431	nc_slr1431|76	1
nc_sll1755-as	nc_sll1755-as|30	1
nc_sll1755-as	nc_sll1755-as|39	1
nc_sll1426	nc_sll1426|79	1
nc_sll1426	nc_sll1426|114	1
nc_sll1426	nc_sll1426|35	1
nc_sll0268	nc_sll0268|10	1
nc_sll0268	nc_sll0268|4	1
nc_slr1104	nc_slr1104|30	1
nc_slr1104	nc_slr1104|23	1
nc_slr1043	nc_slr1043|103	1
nc_slr1043	nc_slr1043|74	1
nc_slr1043	nc_slr1043|61	1
nc_slr1043	nc_slr1043|46	1
nc_slr1043	nc_slr1043|84	1
nc_slr0721	nc_slr0721|23	1
nc_slr0721	nc_slr0721|29	1
nc_sll1415	nc_sll1415|29	1
nc_sll1415	nc_sll1415|35	1
nc_sll1415	nc_sll1415|8	1
nc_sll1415	nc_sll1415|0	1
nc_slr0976	nc_slr0976|141	1
nc_slr0976	nc_slr0976|147	1
nc_slr0976	nc_slr0976|42	1
nc_slr0976	nc_slr0976|95	1
nc_slr0976	nc_slr0976|33	1
nc_sll1476-as	nc_sll1476-as|103	1
nc_sll1476-as	nc_sll1476-as|80	1
nc_sll1476-as	nc_sll1476-as|96	1
nc_sll1476-as	nc_sll1476-as|39	1
nc_ncr1710	nc_ncr1710|30	1
nc_ncr1710	nc_ncr1710|17	1
nc_sll1669-as	nc_sll1669-as|14	1
nc_sll1669-as	nc_sll1669-as|20	1
nc_sll1750	nc_sll1750|73	1
nc_sll1750	nc_sll1750|55	1
nc_sll1750	nc_sll1750|31	1
nc_slr2009-as	nc_slr2009-as|94	1
nc_slr2009-as	nc_slr2009-as|105	1
nc_sll0587-as	nc_sll0587-as|28	1
nc_slr1808	nc_slr1808|84	1
nc_slr1808	nc_slr1808|95	1
nc_slr1808	nc_slr1808|68	1
nc_slr1808	nc_slr1808|78	1
nc_slr1808	nc_slr1808|20	1
nc_sll0921-as	nc_sll0921-as|119	1
nc_sll0921-as	nc_sll0921-as|107	1
nc_sll0921-as	nc_sll0921-as|62	1
nc_sll0921-as	nc_sll0921-as|75	1
nc_sll0921-as	nc_sll0921-as|92	1
nc_ncl1270	nc_ncl1270|82	1
nc_slr1163	nc_slr1163|41	1
nc_slr1163	nc_slr1163|137	1
nc_slr1163	nc_slr1163|127	1
nc_slr1163	nc_slr1163|112	1
nc_slr1163	nc_slr1163|118	1
nc_slr1277	nc_slr1277|75	1
nc_slr1277	nc_slr1277|103	1
nc_slr1028-as13	nc_slr1028-as13|53	1
nc_slr1431-as	nc_slr1431-as|10	1
nc_slr1816-as	nc_slr1816-as|67	1
nc_slr1816-as	nc_slr1816-as|46	1
nc_slr1816-as	nc_slr1816-as|58	1
nc_slr1816-as	nc_slr1816-as|105	1
nc_slr1816-as	nc_slr1816-as|36	1
nc_sll0258	nc_sll0258|56	1
nc_sll0258	nc_sll0258|66	1
nc_sll0258	nc_sll0258|22	1
nc_sll0258	nc_sll0258|2	1
nc_ncr0840	nc_ncr0840|52	1
nc_ncr0840	nc_ncr0840|74	1
nc_slr0981	nc_slr0981|115	1
nc_slr0981	nc_slr0981|56	1
nc_slr0981	nc_slr0981|19	1
nc_slr0981	nc_slr0981|96	1
nc_slr1085-as	nc_slr1085-as|35	1
nc_slr1085-as	nc_slr1085-as|44	1
nc_slr1085-as	nc_slr1085-as|95	1
nc_slr1085-as	nc_slr1085-as|70	1
nc_slr1085-as	nc_slr1085-as|52	1
nc_ncr0040	nc_ncr0040|30	1
nc_slr0872-as2	nc_slr0872-as2|48	1
nc_sll1265-as	nc_sll1265-as|44	1
nc_sll1265-as	nc_sll1265-as|2	1
nc_sll1265-as	nc_sll1265-as|20	1
nc_sll1851-as	nc_sll1851-as|80	1
nc_sll1851-as	nc_sll1851-as|50	1
nc_sll1851-as	nc_sll1851-as|58	1
nc_sll0284-as	nc_sll0284-as|37	1
nc_sll0284-as	nc_sll0284-as|46	1
nc_sll0284-as	nc_sll0284-as|101	1
nc_sll0260	nc_sll0260|40	1
nc_sll0260	nc_sll0260|107	1
nc_sll0260	nc_sll0260|0	1
nc_sll0260	nc_sll0260|64	1
nc_sll0260	nc_sll0260|88	1
nc_sll1572-as3	nc_sll1572-as3|11	1
nc_sll1572-as3	nc_sll1572-as3|80	1
nc_sll1572-as3	nc_sll1572-as3|53	1
nc_sll1572-as3	nc_sll1572-as3|68	1
nc_sll0728-as2	nc_sll0728-as2|90	1
nc_sll0728-as2	nc_sll0728-as2|108	1
nc_sll0728-as2	nc_sll0728-as2|58	1
nc_sll0728-as2	nc_sll0728-as2|18	1
nc_sll1344-as	nc_sll1344-as|76	1
nc_sll1344-as	nc_sll1344-as|1	1
nc_sll1406	nc_sll1406|23	1
nc_sll1406	nc_sll1406|33	1
nc_sll1406	nc_sll1406|43	1
nc_sll1406	nc_sll1406|49	1
nc_sll1516-as	nc_sll1516-as|29	1
nc_sll1516-as	nc_sll1516-as|12	1
nc_sll1184-as	nc_sll1184-as|87	1
nc_slr1462-as	nc_slr1462-as|53	1
nc_slr1462-as	nc_slr1462-as|20	1
nc_slr0852	nc_slr0852|2	1
nc_slr0852	nc_slr0852|42	1
nc_slr1759	nc_slr1759|78	1
nc_slr1107-as	nc_slr1107-as|53	1
nc_slr0482	nc_slr0482|62	1
nc_slr0482	nc_slr0482|51	1
nc_slr0482	nc_slr0482|0	1
nc_slr1929-as	nc_slr1929-as|57	1
nc_slr1929-as	nc_slr1929-as|2	1
nc_slr1929-as	nc_slr1929-as|19	1
nc_slr1929-as	nc_slr1929-as|40	1
nc_sll1822	nc_sll1822|45	1
nc_sll1822	nc_sll1822|89	1
nc_sll1822	nc_sll1822|83	1
nc_sll1822	nc_sll1822|54	1
nc_ncr0490	nc_ncr0490|62	1
nc_ncr0490	nc_ncr0490|28	1
nc_ncr0490	nc_ncr0490|84	1
nc_ncr0490	nc_ncr0490|77	1
nc_ssl2717-as	nc_ssl2717-as|86	1
nc_ssl2717-as	nc_ssl2717-as|97	1
nc_slr0366-as	nc_slr0366-as|28	1
nc_slr0366-as	nc_slr0366-as|87	1
nc_slr0366-as	nc_slr0366-as|11	1
nc_sll1578	nc_sll1578|65	1
nc_sll1578	nc_sll1578|45	1
nc_sll1578	nc_sll1578|83	1
nc_sll1578	nc_sll1578|2	1
nc_sll1434-as	nc_sll1434-as|6	1
nc_ssl3076	nc_ssl3076|68	1
nc_ssl3076	nc_ssl3076|61	1
nc_ssl3076	nc_ssl3076|40	1
nc_ssl3076	nc_ssl3076|47	1
nc_slr0900	nc_slr0900|83	1
nc_slr0900	nc_slr0900|69	1
nc_slr0900	nc_slr0900|14	1
nc_ssr1513-as	nc_ssr1513-as|46	1
nc_sll1749-as	nc_sll1749-as|59	1
nc_sll1749-as	nc_sll1749-as|50	1
nc_sll0374	nc_sll0374|15	1
nc_sll0374	nc_sll0374|21	1
nc_ncr1397	nc_ncr1397|47	1
nc_ncr1397	nc_ncr1397|159	1
nc_ncr1397	nc_ncr1397|134	1
nc_ncr1397	nc_ncr1397|166	1
nc_slr0801	nc_slr0801|119	1
nc_slr0801	nc_slr0801|110	1
nc_slr0801	nc_slr0801|84	1
nc_slr0801	nc_slr0801|91	1
nc_slr0801	nc_slr0801|64	1
nc_slr1616	nc_slr1616|3	1
nc_sll0217	nc_sll0217|73	1
nc_sll0217	nc_sll0217|38	1
nc_sll0217	nc_sll0217|32	1
nc_sll0217	nc_sll0217|102	1
nc_sll0217	nc_sll0217|109	1
nc_slr1295	nc_slr1295|40	1
nc_slr1295	nc_slr1295|5	1
nc_sll0920-as2	nc_sll0920-as2|31	1
nc_sll0920-as2	nc_sll0920-as2|8	1
nc_ncl1170	nc_ncl1170|50	1
nc_ncl1170	nc_ncl1170|80	1
nc_ncl1170	nc_ncl1170|62	1
nc_ncl1170	nc_ncl1170|43	1
nc_slr1572	nc_slr1572|143	1
nc_slr1572	nc_slr1572|56	1
nc_slr1572	nc_slr1572|161	1
nc_slr1572	nc_slr1572|131	1
nc_slr1926-as3	nc_slr1926-as3|5	1
nc_slr1534-as	nc_slr1534-as|29	1
nc_slr1534-as	nc_slr1534-as|9	1
nc_slr1534-as	nc_slr1534-as|81	1
nc_slr1534-as	nc_slr1534-as|50	1
nc_slr1534-as	nc_slr1534-as|69	1
nc_slr0946	nc_slr0946|96	1
nc_slr0946	nc_slr0946|127	1
nc_slr0946	nc_slr0946|19	1
nc_ncl1450	nc_ncl1450|38	1
nc_ncl1450	nc_ncl1450|95	1
nc_ncl1450	nc_ncl1450|87	1
nc_ncl1450	nc_ncl1450|73	1
nc_ncl1450	nc_ncl1450|80	1
nc_slr1312	nc_slr1312|16	1
nc_sll0616-as	nc_sll0616-as|3	1
nc_sll0616-as	nc_sll0616-as|26	1
nc_sll0616-as	nc_sll0616-as|72	1
nc_sll0616-as	nc_sll0616-as|183	1
nc_sll0616-as	nc_sll0616-as|78	1
nc_slr2026	nc_slr2026|52	1
nc_slr2026	nc_slr2026|44	1
nc_slr2026	nc_slr2026|87	1
nc_slr2026	nc_slr2026|61	1
nc_slr2026	nc_slr2026|80	1
nc_sll0503-as2	nc_sll0503-as2|129	1
nc_sll0503-as2	nc_sll0503-as2|136	1
nc_sll1528	nc_sll1528|0	1
nc_sll1528	nc_sll1528|48	1
nc_sll1528	nc_sll1528|56	1
nc_ssl1972-as	nc_ssl1972-as|0	1
nc_ssl1972-as	nc_ssl1972-as|51	1
nc_slr2077-as	nc_slr2077-as|72	1
nc_ssr2831	nc_ssr2831|32	1
nc_slr0583	nc_slr0583|33	1
nc_slr0583	nc_slr0583|51	1
nc_slr0583	nc_slr0583|88	1
nc_slr0583	nc_slr0583|95	1
nc_slr0583	nc_slr0583|82	1
nc_ncl1160	nc_ncl1160|64	1
nc_ncl1160	nc_ncl1160|29	1
nc_ncl0400	nc_ncl0400|50	1
nc_ncl0400	nc_ncl0400|69	1
nc_ncl0400	nc_ncl0400|44	1
nc_sll1498-as2	nc_sll1498-as2|0	1
nc_sll1498-as2	nc_sll1498-as2|77	1
nc_sll1498-as2	nc_sll1498-as2|47	1
nc_sll1732	nc_sll1732|47	1
nc_sll1732	nc_sll1732|69	1
nc_sll1732	nc_sll1732|117	1
nc_sll1732	nc_sll1732|63	1
nc_sll1371	nc_sll1371|175	1
nc_sll1371	nc_sll1371|30	1
nc_sll1371	nc_sll1371|161	1
nc_sll1371	nc_sll1371|45	1
nc_slr1400-as	nc_slr1400-as|52	1
nc_slr1400-as	nc_slr1400-as|40	1
nc_slr1400-as	nc_slr1400-as|61	1
nc_sll1608	nc_sll1608|38	1
nc_sll1572-as	nc_sll1572-as|111	1
nc_sll1572-as	nc_sll1572-as|44	1
nc_sll1572-as	nc_sll1572-as|75	1
nc_sll1572-as	nc_sll1572-as|99	1
nc_sll1572-as	nc_sll1572-as|92	1
nc_sll1350-as	nc_sll1350-as|41	1
nc_sll1350-as	nc_sll1350-as|21	1
nc_sll1350-as	nc_sll1350-as|2	1
nc_sll1350-as	nc_sll1350-as|28	1
nc_sll1350-as	nc_sll1350-as|10	1
nc_sll0779-as	nc_sll0779-as|42	1
nc_sll0779-as	nc_sll0779-as|29	1
nc_ncl0350	nc_ncl0350|135	1
nc_ncl0350	nc_ncl0350|73	1
nc_ncl0350	nc_ncl0350|48	1
nc_ncl0350	nc_ncl0350|42	1
nc_ncl0350	nc_ncl0350|109	1
nc_slr0645-as	nc_slr0645-as|125	1
nc_slr0645-as	nc_slr0645-as|134	1
nc_slr0645-as	nc_slr0645-as|145	1
nc_slr0645-as	nc_slr0645-as|50	1
nc_slr0645-as	nc_slr0645-as|77	1
nc_sll0149	nc_sll0149|43	1
nc_sll0149	nc_sll0149|27	1
nc_sll0149	nc_sll0149|19	1
nc_slr1453-as	nc_slr1453-as|51	1
nc_slr1453-as	nc_slr1453-as|62	1
nc_slr1453-as	nc_slr1453-as|24	1
nc_slr0604-as2	nc_slr0604-as2|139	1
nc_slr0604-as2	nc_slr0604-as2|123	1
nc_slr0604-as2	nc_slr0604-as2|6	1
nc_slr0604-as2	nc_slr0604-as2|132	1
nc_slr0604-as2	nc_slr0604-as2|63	1
nc_sll0107-as	nc_sll0107-as|82	1
nc_sll0107-as	nc_sll0107-as|6	1
nc_sll0107-as	nc_sll0107-as|71	1
nc_sll0107-as	nc_sll0107-as|0	1
nc_sll0107-as	nc_sll0107-as|52	1
nc_slr0359-as	nc_slr0359-as|23	1
nc_slr0359-as	nc_slr0359-as|58	1
nc_slr0359-as	nc_slr0359-as|52	1
nc_ncr0280	nc_ncr0280|57	1
nc_ncr0280	nc_ncr0280|175	1
nc_ncr0280	nc_ncr0280|107	1
nc_ncr0280	nc_ncr0280|134	1
nc_ncr0280	nc_ncr0280|213	1
nc_slr0302	nc_slr0302|128	1
nc_slr0302	nc_slr0302|67	1
nc_slr1800-as	nc_slr1800-as|39	1
nc_slr0806	nc_slr0806|116	1
nc_slr0806	nc_slr0806|123	1
nc_slr0806	nc_slr0806|21	1
nc_slr2004	nc_slr2004|168	1
nc_slr2004	nc_slr2004|128	1
nc_slr2004	nc_slr2004|31	1
nc_slr0779	nc_slr0779|37	1
nc_slr0779	nc_slr0779|191	1
nc_slr0779	nc_slr0779|83	1
nc_slr0779	nc_slr0779|62	1
nc_ncr1390	nc_ncr1390|10	1
nc_ncr1390	nc_ncr1390|29	1
nc_ncr1390	nc_ncr1390|64	1
nc_ncr1390	nc_ncr1390|36	1
nc_ncr1390	nc_ncr1390|55	1
nc_slr0554	nc_slr0554|47	1
nc_slr0554	nc_slr0554|88	1
nc_slr0554	nc_slr0554|76	1
nc_slr0554	nc_slr0554|64	1
nc_slr0554	nc_slr0554|108	1
nc_ncr0970	nc_ncr0970|74	1
nc_ncr0970	nc_ncr0970|54	1
nc_ncr0970	nc_ncr0970|44	1
nc_ncr0970	nc_ncr0970|34	1
nc_sll0177-as	nc_sll0177-as|21	1
nc_slr1999-as	nc_slr1999-as|64	1
nc_slr1999-as	nc_slr1999-as|22	1
nc_sll0818	nc_sll0818|56	1
nc_sll0818	nc_sll0818|21	1
nc_sll0818	nc_sll0818|15	1
nc_slr1383-as	nc_slr1383-as|129	1
nc_slr1383-as	nc_slr1383-as|51	1
nc_slr1383-as	nc_slr1383-as|78	1
nc_sll1182-as	nc_sll1182-as|7	1
nc_sll1182-as	nc_sll1182-as|0	1
nc_sll1182-as	nc_sll1182-as|31	1
nc_sll0558	nc_sll0558|42	1
nc_sll0558	nc_sll0558|22	1
nc_sll0558	nc_sll0558|8	1
nc_sll0558	nc_sll0558|94	1
nc_slr1254-as	nc_slr1254-as|76	1
nc_slr1254-as	nc_slr1254-as|1	1
nc_slr1254-as	nc_slr1254-as|8	1
nc_slr1254-as	nc_slr1254-as|54	1
nc_sll0778-as	nc_sll0778-as|13	1
nc_sll0778-as	nc_sll0778-as|58	1
nc_sll0683	nc_sll0683|30	1
nc_ncl0810	nc_ncl0810|127	1
nc_sll1638-as	nc_sll1638-as|4	1
nc_sll0503-as	nc_sll0503-as|115	1
nc_sll0503-as	nc_sll0503-as|175	1
nc_sll0503-as	nc_sll0503-as|157	1
nc_slr0484	nc_slr0484|27	1
nc_slr0484	nc_slr0484|75	1
nc_slr1899	nc_slr1899|91	1
nc_slr1899	nc_slr1899|40	1
nc_slr1899	nc_slr1899|120	1
nc_slr1367-as	nc_slr1367-as|31	1
nc_sll0847-as	nc_sll0847-as|29	1
nc_sll0847-as	nc_sll0847-as|23	1
nc_sll0847-as	nc_sll0847-as|8	1
nc_sll0847-as	nc_sll0847-as|2	1
nc_sll0847-as	nc_sll0847-as|101	1
nc_sll0711	nc_sll0711|39	1
nc_sll0711	nc_sll0711|3	1
nc_sll0711	nc_sll0711|49	1
nc_sll0711	nc_sll0711|71	1
nc_sll0711	nc_sll0711|21	1
nc_slr0042-as	nc_slr0042-as|86	1
nc_sll1341-as	nc_sll1341-as|146	1
nc_sll1341-as	nc_sll1341-as|100	1
nc_sll1341-as	nc_sll1341-as|25	1
nc_sll1341-as	nc_sll1341-as|130	1
nc_sll1341-as	nc_sll1341-as|40	1
nc_sll0750-as	nc_sll0750-as|253	1
nc_sll0750-as	nc_sll0750-as|136	1
nc_sll0750-as	nc_sll0750-as|127	1
nc_sll0750-as	nc_sll0750-as|237	1
nc_sll0750-as	nc_sll0750-as|73	1
nc_ncr1070	nc_ncr1070|55	1
nc_ncr1070	nc_ncr1070|97	1
nc_ncr1070	nc_ncr1070|137	1
nc_sll0182-as	nc_sll0182-as|34	1
nc_sll0182-as	nc_sll0182-as|53	1
nc_ncr0240	nc_ncr0240|14	1
nc_ncr0240	nc_ncr0240|55	1
nc_sll0909-as	nc_sll0909-as|31	1
nc_sll0909-as	nc_sll0909-as|73	1
nc_sll0909-as	nc_sll0909-as|40	1
nc_sll0909-as	nc_sll0909-as|49	1
nc_sll0909-as	nc_sll0909-as|0	1
nc_slr1336	nc_slr1336|134	1
nc_slr1336	nc_slr1336|52	1
nc_slr1336	nc_slr1336|63	1
nc_slr1336	nc_slr1336|75	1
nc_slr1336	nc_slr1336|27	1
nc_sll0083-as	nc_sll0083-as|124	1
nc_sll0083-as	nc_sll0083-as|108	1
nc_sll0083-as	nc_sll0083-as|76	1
nc_slr1866-as2	nc_slr1866-as2|107	1
nc_slr1866-as2	nc_slr1866-as2|77	1
nc_slr1332-as	nc_slr1332-as|29	1
nc_slr1332-as	nc_slr1332-as|19	1
nc_slr1462	nc_slr1462|91	1
nc_slr1462	nc_slr1462|57	1
nc_slr1462	nc_slr1462|48	1
nc_slr1608-as	nc_slr1608-as|160	1
nc_slr1608-as	nc_slr1608-as|82	1
nc_slr1608-as	nc_slr1608-as|32	1
nc_ssr2422	nc_ssr2422|134	1
