Gene	sgRNA	eff
nc_ssr2422	nc_ssr2422|117	1
nc_sll0830-as	nc_sll0830-as|3	1
nc_sll0830-as	nc_sll0830-as|10	1
nc_sll0830-as	nc_sll0830-as|38	1
nc_sll0830-as	nc_sll0830-as|44	1
nc_slr0345-as	nc_slr0345-as|48	1
nc_slr0345-as	nc_slr0345-as|161	1
nc_sll0298	nc_sll0298|31	1
nc_sll0298	nc_sll0298|38	1
nc_slr1727-as2	nc_slr1727-as2|9	1
nc_slr1727-as2	nc_slr1727-as2|39	1
nc_slr1727-as2	nc_slr1727-as2|33	1
nc_slr1727-as2	nc_slr1727-as2|57	1
nc_slr1727-as2	nc_slr1727-as2|26	1
nc_ncl1680	nc_ncl1680|38	1
nc_ncl1680	nc_ncl1680|71	1
nc_ncl1680	nc_ncl1680|164	1
nc_ncl1680	nc_ncl1680|98	1
nc_ncl1680	nc_ncl1680|229	1
nc_sll1725-as	nc_sll1725-as|108	1
nc_sll1725-as	nc_sll1725-as|119	1
nc_sll1725-as	nc_sll1725-as|84	1
nc_sll1725-as	nc_sll1725-as|52	1
nc_sll1725-as	nc_sll1725-as|39	1
nc_sll1942	nc_sll1942|34	1
nc_sll1942	nc_sll1942|117	1
nc_sll1942	nc_sll1942|85	1
nc_sll1623	nc_sll1623|31	1
nc_slr1177-as	nc_slr1177-as|3	1
nc_sll1127-as2	nc_sll1127-as2|21	1
nc_sll1127-as2	nc_sll1127-as2|10	1
nc_sll1127-as2	nc_sll1127-as2|70	1
nc_sll1127-as2	nc_sll1127-as2|105	1
nc_sll1127-as2	nc_sll1127-as2|122	1
nc_sll0680	nc_sll0680|2	1
nc_sll0680	nc_sll0680|5	1
nc_sll0680	nc_sll0680|26	1
nc_sll1033	nc_sll1033|7	1
nc_sll1033	nc_sll1033|14	1
nc_slr0872-as	nc_slr0872-as|67	1
nc_slr0872-as	nc_slr0872-as|18	1
nc_slr1657-as	nc_slr1657-as|2	1
nc_slr1878-as	nc_slr1878-as|29	1
nc_slr1878-as	nc_slr1878-as|81	1
nc_slr1878-as	nc_slr1878-as|98	1
nc_slr1227-as2	nc_slr1227-as2|65	1
nc_slr1227-as2	nc_slr1227-as2|72	1
nc_slr1227-as2	nc_slr1227-as2|104	1
nc_slr1227-as2	nc_slr1227-as2|86	1
nc_slr1227-as2	nc_slr1227-as2|2	1
nc_sll1191	nc_sll1191|16	1
nc_sll1191	nc_sll1191|135	1
nc_sll0740	nc_sll0740|24	1
nc_sll0740	nc_sll0740|34	1
nc_sll0540-as	nc_sll0540-as|0	1
nc_sll0540-as	nc_sll0540-as|32	1
nc_sll0540-as	nc_sll0540-as|24	1
nc_sll0540-as	nc_sll0540-as|53	1
nc_sll0540-as	nc_sll0540-as|66	1
nc_slr0806-as	nc_slr0806-as|85	1
nc_slr0806-as	nc_slr0806-as|29	1
nc_slr0806-as	nc_slr0806-as|35	1
nc_ssl0318	nc_ssl0318|2	1
nc_ssl0318	nc_ssl0318|41	1
nc_slr0442-as2	nc_slr0442-as2|19	1
nc_slr0442-as2	nc_slr0442-as2|31	1
nc_slr0442-as2	nc_slr0442-as2|55	1
nc_ncl1130	nc_ncl1130|92	1
nc_slr0537-as	nc_slr0537-as|16	1
nc_sll0813	nc_sll0813|55	1
nc_sll0813	nc_sll0813|70	1
nc_sll0813	nc_sll0813|23	1
nc_sll1697	nc_sll1697|58	1
nc_ssl1633-as2	nc_ssl1633-as2|88	1
nc_ssl1633-as2	nc_ssl1633-as2|46	1
nc_ssl1633-as2	nc_ssl1633-as2|52	1
nc_ssl1633-as2	nc_ssl1633-as2|28	1
nc_ncl1020	nc_ncl1020|57	1
nc_ncl1020	nc_ncl1020|81	1
nc_ncl1020	nc_ncl1020|111	1
nc_slr1415-as	nc_slr1415-as|0	1
nc_slr1415-as	nc_slr1415-as|26	1
nc_ncr0630	nc_ncr0630|36	1
nc_ncr0630	nc_ncr0630|26	1
nc_sll1283	nc_sll1283|109	1
nc_sll1283	nc_sll1283|74	1
nc_sll1283	nc_sll1283|64	1
nc_sll1283	nc_sll1283|88	1
nc_sll1283	nc_sll1283|57	1
nc_sll1283	nc_sll1283|45	1
nc_sll1283	nc_sll1283|33	1
nc_sll1283	nc_sll1283|23	1
nc_sll1283	nc_sll1283|58	1
nc_sll1283	nc_sll1283|98	1
nc_sll0943	nc_sll0943|70	1
nc_sll0943	nc_sll0943|62	1
nc_sll0943	nc_sll0943|45	1
nc_sll0943	nc_sll0943|56	1
nc_slr2062-as	nc_slr2062-as|62	1
nc_slr2062-as	nc_slr2062-as|69	1
nc_slr2062-as	nc_slr2062-as|80	1
nc_slr2046-as4	nc_slr2046-as4|29	1
nc_slr2046-as4	nc_slr2046-as4|1	1
nc_slr2046-as4	nc_slr2046-as4|122	1
nc_slr2046-as4	nc_slr2046-as4|115	1
nc_slr2046-as4	nc_slr2046-as4|97	1
nc_ssl0312	nc_ssl0312|81	1
nc_ssl0312	nc_ssl0312|124	1
nc_sll0263-as	nc_sll0263-as|26	1
nc_sll0263-as	nc_sll0263-as|52	1
nc_slr0327	nc_slr0327|56	1
nc_slr0327	nc_slr0327|62	1
nc_slr1164-as	nc_slr1164-as|99	1
nc_slr1164-as	nc_slr1164-as|167	1
nc_slr1164-as	nc_slr1164-as|58	1
nc_slr1164-as	nc_slr1164-as|69	1
nc_slr1164-as	nc_slr1164-as|180	1
nc_slr1403	nc_slr1403|23	1
nc_slr1403	nc_slr1403|15	1
nc_slr1507-as	nc_slr1507-as|0	1
nc_slr1507-as	nc_slr1507-as|43	1
nc_slr1507-as	nc_slr1507-as|34	1
nc_slr1507-as	nc_slr1507-as|16	1
nc_sll1787-as	nc_sll1787-as|92	1
nc_sll1787-as	nc_sll1787-as|142	1
nc_sll1787-as	nc_sll1787-as|50	1
nc_sll1787-as	nc_sll1787-as|44	1
nc_sll1787-as	nc_sll1787-as|184	1
nc_sll1191-as	nc_sll1191-as|53	1
nc_sll1191-as	nc_sll1191-as|23	1
nc_sll1191-as	nc_sll1191-as|104	1
nc_sll1191-as	nc_sll1191-as|10	1
nc_sll1191-as	nc_sll1191-as|33	1
nc_slr0144-as	nc_slr0144-as|67	1
nc_sll1908-as	nc_sll1908-as|31	1
nc_sll1908-as	nc_sll1908-as|15	1
nc_sll1908-as	nc_sll1908-as|1	1
nc_sll1908-as	nc_sll1908-as|42	1
nc_sll1908-as	nc_sll1908-as|55	1
nc_sll0337-as	nc_sll0337-as|55	1
nc_sll0337-as	nc_sll0337-as|31	1
nc_sll0337-as	nc_sll0337-as|65	1
nc_sll0337-as	nc_sll0337-as|74	1
nc_slr2098-as2	nc_slr2098-as2|96	1
nc_slr2098-as2	nc_slr2098-as2|117	1
nc_sll1473	nc_sll1473|60	1
nc_sll0170	nc_sll0170|2	1
nc_sll0170	nc_sll0170|82	1
nc_sll0170	nc_sll0170|43	1
nc_sll0170	nc_sll0170|75	1
nc_sll0170	nc_sll0170|60	1
nc_sll0446	nc_sll0446|120	1
nc_sll0446	nc_sll0446|114	1
nc_sll0446	nc_sll0446|3	1
nc_sll0446	nc_sll0446|50	1
nc_sll0446	nc_sll0446|44	1
nc_sll0377	nc_sll0377|177	1
nc_sll0377	nc_sll0377|160	1
nc_sll0377	nc_sll0377|154	1
nc_sll0377	nc_sll0377|143	1
nc_sll0377	nc_sll0377|101	1
nc_sll1938	nc_sll1938|35	1
nc_sll1572-as2	nc_sll1572-as2|1	1
nc_slr0600-as	nc_slr0600-as|52	1
nc_slr0600-as	nc_slr0600-as|93	1
nc_slr0600-as	nc_slr0600-as|100	1
nc_slr0600-as	nc_slr0600-as|32	1
nc_slr0600-as	nc_slr0600-as|141	1
nc_ssr2711-as	nc_ssr2711-as|65	1
nc_ssr2711-as	nc_ssr2711-as|59	1
nc_ssr2711-as	nc_ssr2711-as|35	1
nc_sll0227-as	nc_sll0227-as|40	1
nc_sll0227-as	nc_sll0227-as|64	1
nc_sll0227-as	nc_sll0227-as|31	1
nc_sll0227-as	nc_sll0227-as|46	1
nc_sll0204-as2	nc_sll0204-as2|65	1
nc_sll0204-as2	nc_sll0204-as2|72	1
nc_sll0204-as2	nc_sll0204-as2|57	1
nc_sll0204-as2	nc_sll0204-as2|103	1
nc_sll0204-as2	nc_sll0204-as2|82	1
nc_slr0210-as	nc_slr0210-as|69	1
nc_slr0210-as	nc_slr0210-as|85	1
nc_sll0209-as	nc_sll0209-as|30	1
nc_sll0209-as	nc_sll0209-as|40	1
nc_slr0226-as	nc_slr0226-as|41	1
nc_slr0226-as	nc_slr0226-as|57	1
nc_ncr0020	nc_ncr0020|89	1
nc_ncr0020	nc_ncr0020|83	1
nc_sll1025-as	nc_sll1025-as|0	1
nc_sll1025-as	nc_sll1025-as|20	1
nc_sll1025-as	nc_sll1025-as|7	1
nc_sll0505	nc_sll0505|51	1
nc_sll0505	nc_sll0505|45	1
nc_sll0505	nc_sll0505|85	1
nc_sll0505	nc_sll0505|72	1
nc_sll0505	nc_sll0505|1	1
nc_sll1500-as	nc_sll1500-as|94	1
nc_sll1500-as	nc_sll1500-as|100	1
nc_sll1500-as	nc_sll1500-as|79	1
nc_sll0372-as	nc_sll0372-as|90	1
nc_sll0372-as	nc_sll0372-as|96	1
nc_sll0372-as	nc_sll0372-as|47	1
nc_sll0372-as	nc_sll0372-as|67	1
nc_sll0372-as	nc_sll0372-as|60	1
nc_sll1878-as	nc_sll1878-as|37	1
nc_sll1878-as	nc_sll1878-as|31	1
nc_sll0174-as	nc_sll0174-as|47	1
nc_sll0174-as	nc_sll0174-as|6	1
nc_slr1928-as	nc_slr1928-as|32	1
nc_slr1928-as	nc_slr1928-as|98	1
nc_slr1928-as	nc_slr1928-as|5	1
nc_slr1928-as	nc_slr1928-as|60	1
nc_slr0900-as	nc_slr0900-as|31	1
nc_slr0900-as	nc_slr0900-as|20	1
nc_slr0900-as	nc_slr0900-as|6	1
nc_ssr2061-as2	nc_ssr2061-as2|23	1
nc_slr1670	nc_slr1670|75	1
nc_slr1670	nc_slr1670|1	1
nc_sll0798-as2	nc_sll0798-as2|60	1
nc_sll0798-as2	nc_sll0798-as2|75	1
nc_sll0798-as2	nc_sll0798-as2|66	1
nc_sll1814	nc_sll1814|90	1
nc_sll1814	nc_sll1814|54	1
nc_sll1814	nc_sll1814|44	1
nc_sll1814	nc_sll1814|66	1
nc_sll1658-as	nc_sll1658-as|1	1
nc_sll1658-as	nc_sll1658-as|19	1
nc_slr1073-as	nc_slr1073-as|146	1
nc_slr1073-as	nc_slr1073-as|132	1
nc_ncl0080	nc_ncl0080|18	1
nc_ncl0080	nc_ncl0080|38	1
nc_ncl0080	nc_ncl0080|28	1
nc_sll1730-as	nc_sll1730-as|29	1
nc_sll1730-as	nc_sll1730-as|23	1
nc_sll1730-as	nc_sll1730-as|115	1
nc_sll1730-as	nc_sll1730-as|79	1
nc_sll1730-as	nc_sll1730-as|128	1
nc_sll0821	nc_sll0821|23	1
nc_sll0821	nc_sll0821|52	1
nc_sll0821	nc_sll0821|33	1
nc_sll0821	nc_sll0821|65	1
nc_sll0821	nc_sll0821|3	1
nc_sll0821	nc_sll0821|83	1
nc_sll0821	nc_sll0821|92	1
nc_ncr1160	nc_ncr1160|23	1
nc_ncr1160	nc_ncr1160|0	1
nc_slr0907-as	nc_slr0907-as|123	1
nc_slr0907-as	nc_slr0907-as|133	1
nc_slr1510-as	nc_slr1510-as|48	1
nc_slr1510-as	nc_slr1510-as|33	1
nc_slr1103	nc_slr1103|7	1
nc_slr1103	nc_slr1103|38	1
nc_slr1103	nc_slr1103|16	1
nc_sll0167	nc_sll0167|244	1
nc_sll0167	nc_sll0167|146	1
nc_sll0167	nc_sll0167|155	1
nc_sll0167	nc_sll0167|176	1
nc_sll0167	nc_sll0167|128	1
nc_slr0624-as	nc_slr0624-as|40	1
nc_slr0624-as	nc_slr0624-as|12	1
nc_slr0624-as	nc_slr0624-as|53	1
nc_slr0624-as	nc_slr0624-as|22	1
nc_slr0624-as	nc_slr0624-as|28	1
nc_ssr3122	nc_ssr3122|102	1
nc_ssr3122	nc_ssr3122|110	1
nc_ssr3122	nc_ssr3122|65	1
nc_ssr3122	nc_ssr3122|45	1
nc_ssr3122	nc_ssr3122|53	1
nc_ncr0290	nc_ncr0290|5	1
nc_ncr0290	nc_ncr0290|27	1
nc_ncr0290	nc_ncr0290|63	1
nc_ncr0290	nc_ncr0290|118	1
nc_ncr0290	nc_ncr0290|83	1
nc_slr0213-as	nc_slr0213-as|72	1
nc_slr0213-as	nc_slr0213-as|46	1
nc_slr0213-as	nc_slr0213-as|81	1
nc_slr1776-as2	nc_slr1776-as2|107	1
nc_slr1776-as2	nc_slr1776-as2|119	1
nc_slr1776-as2	nc_slr1776-as2|126	1
nc_slr1776-as2	nc_slr1776-as2|75	1
nc_slr1776-as2	nc_slr1776-as2|89	1
nc_sll0224-as	nc_sll0224-as|87	1
nc_sll0224-as	nc_sll0224-as|42	1
nc_sll0224-as	nc_sll0224-as|51	1
nc_sll1121-as2	nc_sll1121-as2|2	1
nc_sll1121-as2	nc_sll1121-as2|47	1
nc_sll1121-as2	nc_sll1121-as2|22	1
nc_slr0589	nc_slr0589|37	1
nc_slr0589	nc_slr0589|58	1
nc_ncl0050	nc_ncl0050|85	1
nc_slr1204	nc_slr1204|9	1
nc_slr1204	nc_slr1204|107	1
nc_slr1204	nc_slr1204|52	1
nc_slr1204	nc_slr1204|59	1
nc_slr1776-as	nc_slr1776-as|12	1
nc_slr1776-as	nc_slr1776-as|28	1
nc_slr1478	nc_slr1478|44	1
nc_slr1478	nc_slr1478|29	1
nc_slr0770-as	nc_slr0770-as|118	1
nc_slr1119-as	nc_slr1119-as|23	1
nc_slr1119-as	nc_slr1119-as|2	1
nc_slr1119-as	nc_slr1119-as|30	1
nc_slr1119-as	nc_slr1119-as|49	1
nc_slr1119-as	nc_slr1119-as|59	1
nc_slr0535-as	nc_slr0535-as|38	1
nc_slr0535-as	nc_slr0535-as|24	1
nc_slr0535-as	nc_slr0535-as|66	1
nc_slr0535-as	nc_slr0535-as|45	1
nc_slr0535-as	nc_slr0535-as|80	1
nc_slr0665	nc_slr0665|2	1
nc_slr1367	nc_slr1367|106	1
nc_slr1367	nc_slr1367|87	1
nc_slr1367	nc_slr1367|64	1
nc_slr1367	nc_slr1367|0	1
nc_slr1367	nc_slr1367|55	1
nc_ncr1200	nc_ncr1200|36	1
nc_ncr1200	nc_ncr1200|30	1
nc_ncr0270	nc_ncr0270|70	1
nc_ncr0270	nc_ncr0270|82	1
nc_ncr0270	nc_ncr0270|29	1
nc_sll0371-as	nc_sll0371-as|140	1
nc_sll0371-as	nc_sll0371-as|30	1
nc_sll1036	nc_sll1036|53	1
nc_sll1036	nc_sll1036|45	1
nc_sll1036	nc_sll1036|21	1
nc_ncr0560	nc_ncr0560|10	1
nc_sll0370-as	nc_sll0370-as|2	1
nc_sll0370-as	nc_sll0370-as|60	1
nc_slr2047	nc_slr2047|51	1
nc_slr2047	nc_slr2047|6	1
nc_sll0284	nc_sll0284|1	1
nc_sll0284	nc_sll0284|50	1
nc_sll0284	nc_sll0284|41	1
nc_sll0284	nc_sll0284|29	1
nc_ssl2667	nc_ssl2667|70	1
nc_ssl2667	nc_ssl2667|85	1
nc_ncl0170	nc_ncl0170|103	1
nc_ncl0170	nc_ncl0170|82	1
nc_sll0368	nc_sll0368|21	1
nc_sll0368	nc_sll0368|30	1
nc_sll0188-as	nc_sll0188-as|12	1
nc_sll0188-as	nc_sll0188-as|23	1
nc_sll0188-as	nc_sll0188-as|6	1
nc_sll1746	nc_sll1746|29	1
nc_sll1746	nc_sll1746|16	1
nc_sll1746	nc_sll1746|69	1
nc_sll1746	nc_sll1746|75	1
nc_sll1746	nc_sll1746|117	1
nc_ssr3307-as	nc_ssr3307-as|69	1
nc_ssr3307-as	nc_ssr3307-as|124	1
nc_ssr3307-as	nc_ssr3307-as|42	1
nc_slr2046	nc_slr2046|53	1
nc_slr2046	nc_slr2046|47	1
nc_slr2046	nc_slr2046|41	1
nc_slr2046	nc_slr2046|34	1
nc_slr2046	nc_slr2046|22	1
nc_ncl1710	nc_ncl1710|44	1
nc_ncl1710	nc_ncl1710|37	1
nc_sll1660	nc_sll1660|45	1
nc_sll1660	nc_sll1660|51	1
nc_sll1660	nc_sll1660|23	1
nc_sll1660	nc_sll1660|39	1
nc_slr1667-as	nc_slr1667-as|41	1
nc_slr1667-as	nc_slr1667-as|48	1
nc_slr0536-as	nc_slr0536-as|30	1
nc_slr0536-as	nc_slr0536-as|67	1
nc_slr2051	nc_slr2051|108	1
nc_slr2051	nc_slr2051|2	1
nc_slr2051	nc_slr2051|71	1
nc_slr2051	nc_slr2051|84	1
nc_sll1814-as	nc_sll1814-as|51	1
nc_sll1814-as	nc_sll1814-as|36	1
nc_ncl0230	nc_ncl0230|72	1
nc_ncl0230	nc_ncl0230|87	1
nc_ncl0230	nc_ncl0230|81	1
nc_slr0771-as	nc_slr0771-as|83	1
nc_slr0771-as	nc_slr0771-as|9	1
nc_slr0727-as	nc_slr0727-as|30	1
nc_slr2089-as3	nc_slr2089-as3|27	1
nc_slr2089-as3	nc_slr2089-as3|40	1
nc_slr0408-as3	nc_slr0408-as3|25	1
nc_slr0408-as3	nc_slr0408-as3|70	1
nc_slr1704-as	nc_slr1704-as|152	1
nc_slr1704-as	nc_slr1704-as|41	1
nc_slr1704-as	nc_slr1704-as|136	1
nc_slr1704-as	nc_slr1704-as|128	1
nc_slr1704-as	nc_slr1704-as|122	1
nc_slr0042-as3	nc_slr0042-as3|51	1
nc_slr0042-as3	nc_slr0042-as3|63	1
nc_slr0042-as3	nc_slr0042-as3|30	1
nc_ncr0740	nc_ncr0740|20	1
nc_ncr0740	nc_ncr0740|27	1
nc_ncr0740	nc_ncr0740|5	1
nc_slr0710-as	nc_slr0710-as|82	1
nc_slr0710-as	nc_slr0710-as|93	1
nc_slr0710-as	nc_slr0710-as|104	1
nc_slr0710-as	nc_slr0710-as|48	1
nc_slr0710-as	nc_slr0710-as|75	1
nc_slr0104-as	nc_slr0104-as|38	1
nc_slr0104-as	nc_slr0104-as|32	1
nc_slr0104-as	nc_slr0104-as|22	1
nc_slr0104-as	nc_slr0104-as|73	1
nc_slr0104-as	nc_slr0104-as|44	1
nc_sll1515-as2	nc_sll1515-as2|68	1
nc_sll1515-as2	nc_sll1515-as2|7	1
nc_sll1515-as2	nc_sll1515-as2|83	1
nc_ncr1560	nc_ncr1560|41	1
nc_ncr1071	nc_ncr1071|45	1
nc_ncr1071	nc_ncr1071|63	1
nc_ncr1071	nc_ncr1071|137	1
nc_slr1940	nc_slr1940|5	1
nc_sll1571-as2	nc_sll1571-as2|10	1
nc_sll1234-as2	nc_sll1234-as2|101	1
nc_sll1234-as2	nc_sll1234-as2|58	1
nc_sll1234-as2	nc_sll1234-as2|28	1
nc_sll1752-as	nc_sll1752-as|50	1
nc_sll1752-as	nc_sll1752-as|98	1
nc_sll0217-as2	nc_sll0217-as2|112	1
nc_sll0217-as2	nc_sll0217-as2|25	1
nc_sll0217-as2	nc_sll0217-as2|124	1
nc_sll0217-as2	nc_sll0217-as2|80	1
nc_sll0217-as2	nc_sll0217-as2|47	1
nc_slr1661	nc_slr1661|58	1
nc_slr1661	nc_slr1661|43	1
nc_slr1661	nc_slr1661|15	1
nc_slr2007-as	nc_slr2007-as|32	1
nc_slr2007-as	nc_slr2007-as|48	1
nc_slr2007-as	nc_slr2007-as|96	1
nc_slr1865-as	nc_slr1865-as|27	1
nc_slr1865-as	nc_slr1865-as|134	1
nc_sll0207-as4	nc_sll0207-as4|41	1
nc_slr0981-as2	nc_slr0981-as2|4	1
nc_smr0015	nc_smr0015|82	1
nc_smr0015	nc_smr0015|21	1
nc_sll0712	nc_sll0712|22	1
nc_sll0712	nc_sll0712|96	1
nc_sll0712	nc_sll0712|75	1
nc_sll0712	nc_sll0712|52	1
nc_slr0918	nc_slr0918|4	1
nc_slr0918	nc_slr0918|32	1
nc_slr1102-as2	nc_slr1102-as2|249	1
nc_slr1102-as2	nc_slr1102-as2|162	1
nc_slr1102-as2	nc_slr1102-as2|113	1
nc_slr1102-as2	nc_slr1102-as2|276	1
nc_slr1102-as2	nc_slr1102-as2|105	1
nc_sll0306-as	nc_sll0306-as|100	1
nc_sll0306-as	nc_sll0306-as|71	1
nc_slr1864	nc_slr1864|29	1
nc_slr1864	nc_slr1864|48	1
nc_slr1864	nc_slr1864|42	1
nc_sll1691-as	nc_sll1691-as|39	1
nc_sll1691-as	nc_sll1691-as|30	1
nc_sll1691-as	nc_sll1691-as|138	1
nc_sll1691-as	nc_sll1691-as|50	1
nc_sll1691-as	nc_sll1691-as|94	1
nc_sll0574-as	nc_sll0574-as|45	1
nc_sll0574-as	nc_sll0574-as|59	1
nc_sll0574-as	nc_sll0574-as|71	1
nc_sll0574-as	nc_sll0574-as|37	1
nc_slr0920-as	nc_slr0920-as|41	1
nc_slr0920-as	nc_slr0920-as|60	1
nc_slr0920-as	nc_slr0920-as|82	1
nc_slr0920-as	nc_slr0920-as|71	1
nc_sll0634-as	nc_sll0634-as|71	1
nc_sll0634-as	nc_sll0634-as|28	1
nc_sll0634-as	nc_sll0634-as|62	1
nc_sll0634-as	nc_sll0634-as|50	1
nc_sll0634-as	nc_sll0634-as|89	1
nc_ncr0090	nc_ncr0090|44	1
nc_ncr0090	nc_ncr0090|32	1
nc_ncr0090	nc_ncr0090|50	1
nc_ncr0090	nc_ncr0090|105	1
nc_slr1228	nc_slr1228|44	1
nc_slr1451	nc_slr1451|141	1
nc_slr1451	nc_slr1451|91	1
nc_slr1451	nc_slr1451|56	1
nc_slr1451	nc_slr1451|6	1
nc_slr1451	nc_slr1451|124	1
nc_ncl1190	nc_ncl1190|35	1
nc_ncl1190	nc_ncl1190|29	1
nc_ncl1190	nc_ncl1190|119	1
nc_ncl1190	nc_ncl1190|77	1
nc_slr1924-as	nc_slr1924-as|8	1
nc_sll1685-as	nc_sll1685-as|42	1
nc_slr0798-as2	nc_slr0798-as2|30	1
nc_slr0798-as2	nc_slr0798-as2|1	1
nc_ncl0650	nc_ncl0650|28	1
nc_ncl0650	nc_ncl0650|46	1
nc_ncl0650	nc_ncl0650|38	1
nc_ncl0650	nc_ncl0650|67	1
nc_ncl0650	nc_ncl0650|75	1
nc_slr1490	nc_slr1490|29	1
nc_slr1490	nc_slr1490|34	1
nc_slr1490	nc_slr1490|71	1
nc_slr1490	nc_slr1490|78	1
nc_slr1490	nc_slr1490|49	1
nc_ssl0601-as	nc_ssl0601-as|43	1
nc_slr0897	nc_slr0897|69	1
nc_ncr1270	nc_ncr1270|51	1
nc_ncr1270	nc_ncr1270|32	1
nc_ncl1700	nc_ncl1700|6	1
nc_ncl1700	nc_ncl1700|37	1
nc_ncl1700	nc_ncl1700|27	1
nc_ncl1700	nc_ncl1700|20	1
nc_ncl1700	nc_ncl1700|49	1
nc_slr0756-as2	nc_slr0756-as2|99	1
nc_slr0756-as2	nc_slr0756-as2|105	1
nc_slr0756-as2	nc_slr0756-as2|6	1
nc_slr0756-as2	nc_slr0756-as2|70	1
nc_slr0776	nc_slr0776|2	1
nc_slr0776	nc_slr0776|21	1
nc_slr0776	nc_slr0776|53	1
nc_ncl1280	nc_ncl1280|68	1
nc_ncl1280	nc_ncl1280|75	1
nc_ncl1410	nc_ncl1410|46	1
nc_ncl1410	nc_ncl1410|31	1
nc_slr0261-as2	nc_slr0261-as2|0	1
nc_slr0261-as2	nc_slr0261-as2|29	1
nc_slr0261-as2	nc_slr0261-as2|60	1
nc_slr0261-as2	nc_slr0261-as2|51	1
nc_slr0782	nc_slr0782|20	1
nc_slr0782	nc_slr0782|50	1
nc_sll1584-as	nc_sll1584-as|32	1
nc_slr1023	nc_slr1023|52	1
nc_slr1023	nc_slr1023|43	1
nc_slr1023	nc_slr1023|68	1
nc_slr1023	nc_slr1023|3	1
nc_ncr1530	nc_ncr1530|53	1
nc_slr0380-as	nc_slr0380-as|79	1
nc_slr0380-as	nc_slr0380-as|85	1
nc_sll0192	nc_sll0192|10	1
nc_sll0192	nc_sll0192|54	1
nc_sll0462	nc_sll0462|52	1
nc_sll0760	nc_sll0760|28	1
nc_sll0760	nc_sll0760|99	1
nc_sll1170	nc_sll1170|87	1
nc_sll1170	nc_sll1170|33	1
nc_slr0618	nc_slr0618|31	1
nc_ncl1220	nc_ncl1220|0	1
nc_ncl1220	nc_ncl1220|87	1
nc_ncl1220	nc_ncl1220|96	1
nc_slr0689	nc_slr0689|19	1
nc_slr0689	nc_slr0689|2	1
nc_slr0854-as	nc_slr0854-as|65	1
nc_slr0854-as	nc_slr0854-as|43	1
nc_slr0854-as	nc_slr0854-as|49	1
nc_slr0854-as	nc_slr0854-as|12	1
nc_slr0854-as	nc_slr0854-as|36	1
nc_slr0488-as	nc_slr0488-as|30	1
nc_slr0488-as	nc_slr0488-as|8	1
nc_slr1819	nc_slr1819|91	1
nc_slr1819	nc_slr1819|65	1
nc_slr1819	nc_slr1819|76	1
nc_ncr0920	nc_ncr0920|41	1
nc_ncr1080	nc_ncr1080|87	1
nc_ncr1080	nc_ncr1080|96	1
nc_sll0834	nc_sll0834|15	1
nc_sll0834	nc_sll0834|39	1
nc_sll0834	nc_sll0834|23	1
nc_sll0834	nc_sll0834|89	1
nc_sll0834	nc_sll0834|100	1
nc_sll1070	nc_sll1070|92	1
nc_sll1070	nc_sll1070|54	1
nc_sll1070	nc_sll1070|119	1
nc_sll1070	nc_sll1070|40	1
nc_sll1070	nc_sll1070|108	1
nc_slr1942-as	nc_slr1942-as|98	1
nc_slr1942-as	nc_slr1942-as|124	1
nc_slr1942-as	nc_slr1942-as|116	1
nc_slr1942-as	nc_slr1942-as|44	1
nc_slr1942-as	nc_slr1942-as|20	1
nc_sll1825-as	nc_sll1825-as|62	1
nc_sll1825-as	nc_sll1825-as|56	1
nc_sll1825-as	nc_sll1825-as|8	1
nc_sll1825-as	nc_sll1825-as|36	1
nc_slr1211-as	nc_slr1211-as|35	1
nc_slr1211-as	nc_slr1211-as|49	1
nc_slr1211-as	nc_slr1211-as|70	1
nc_slr1211-as	nc_slr1211-as|76	1
nc_slr1211-as	nc_slr1211-as|82	1
nc_slr1442	nc_slr1442|73	1
nc_slr0468	nc_slr0468|36	1
nc_ncl0850	nc_ncl0850|82	1
nc_slr1704	nc_slr1704|62	1
nc_slr1704	nc_slr1704|2	1
nc_slr1704	nc_slr1704|22	1
nc_slr1704	nc_slr1704|90	1
nc_sll1531-as	nc_sll1531-as|30	1
nc_sll1018	nc_sll1018|27	1
nc_sll1018	nc_sll1018|2	1
nc_sll1018	nc_sll1018|56	1
nc_sll1018	nc_sll1018|81	1
nc_ncl0900	nc_ncl0900|113	1
nc_ncl0900	nc_ncl0900|127	1
nc_ncl0900	nc_ncl0900|28	1
nc_sll0621-as2	nc_sll0621-as2|59	1
nc_sll0621-as2	nc_sll0621-as2|7	1
nc_sll0621-as2	nc_sll0621-as2|72	1
nc_sll0621-as2	nc_sll0621-as2|32	1
nc_sll1687-as	nc_sll1687-as|27	1
nc_sll1687-as	nc_sll1687-as|39	1
nc_slr0513-as	nc_slr0513-as|51	1
nc_slr0513-as	nc_slr0513-as|45	1
nc_slr0513-as	nc_slr0513-as|70	1
nc_slr0513-as	nc_slr0513-as|60	1
nc_slr1140	nc_slr1140|56	1
nc_slr1140	nc_slr1140|33	1
nc_slr1140	nc_slr1140|62	1
nc_slr1140	nc_slr1140|0	1
nc_slr1140	nc_slr1140|21	1
nc_sll0873	nc_sll0873|49	1
nc_sll0873	nc_sll0873|7	1
nc_sll0873	nc_sll0873|114	1
nc_sll0873	nc_sll0873|77	1
nc_sll0873	nc_sll0873|88	1
